cat_a,cat_b,alpha,beta,prompt_id,cluster_id,cluster_name,cos
anger,fear,2.0,-2.0,5,2,uncertainty / indecision,0.09971735626459122
anger,fear,2.0,-2.0,5,3,romantic idealism,-0.031433843076229095
anger,fear,2.0,-2.0,5,4,academic ambition / competitive determination,0.034183815121650696
anger,fear,2.0,-2.0,5,5,ironic amusement,0.09093088656663895
anger,fear,2.0,-2.0,5,6,enthusiasm / curiosity,0.08596382290124893
anger,fear,2.0,-2.0,6,0,self-doubt / encouragement,0.04343023523688316
anger,fear,2.0,-2.0,6,1,frustration / despair,0.049233630299568176
anger,fear,2.0,-2.0,6,2,uncertainty / indecision,0.06598241627216339
anger,fear,2.0,-2.0,6,3,romantic idealism,0.04770787060260773
anger,fear,2.0,-2.0,6,4,academic ambition / competitive determination,0.023208465427160263
anger,fear,2.0,-2.0,6,5,ironic amusement,0.1037898063659668
anger,fear,2.0,-2.0,6,6,enthusiasm / curiosity,0.06769838184118271
anger,fear,2.0,-2.0,7,0,self-doubt / encouragement,0.23415355384349823
anger,fear,2.0,-2.0,7,1,frustration / despair,0.19330084323883057
anger,fear,2.0,-2.0,7,2,uncertainty / indecision,0.24455493688583374
anger,fear,2.0,-2.0,7,3,romantic idealism,0.06195284426212311
anger,fear,2.0,-2.0,7,4,academic ambition / competitive determination,0.10019462555646896
anger,fear,2.0,-2.0,7,5,ironic amusement,0.1660861223936081
anger,fear,2.0,-2.0,7,6,enthusiasm / curiosity,0.2136467546224594
anger,fear,2.0,0.0,0,0,self-doubt / encouragement,0.21284502744674683
anger,fear,2.0,0.0,0,1,frustration / despair,0.1304447203874588
anger,fear,2.0,0.0,0,2,uncertainty / indecision,0.2458190619945526
anger,fear,2.0,0.0,0,3,romantic idealism,0.10900553315877914
anger,fear,2.0,0.0,0,4,academic ambition / competitive determination,0.09882301092147827
anger,fear,2.0,0.0,0,5,ironic amusement,0.1224302351474762
anger,fear,2.0,0.0,0,6,enthusiasm / curiosity,0.14364448189735413
anger,fear,2.0,0.0,1,0,self-doubt / encouragement,0.1372314840555191
anger,fear,2.0,0.0,1,1,frustration / despair,0.1495278775691986
anger,fear,2.0,0.0,1,2,uncertainty / indecision,0.15697774291038513
anger,fear,2.0,0.0,1,3,romantic idealism,0.039697278290987015
anger,fear,2.0,0.0,1,4,academic ambition / competitive determination,0.1076546460390091
anger,fear,2.0,0.0,1,5,ironic amusement,0.13755548000335693
anger,fear,2.0,0.0,1,6,enthusiasm / curiosity,0.16734068095684052
anger,fear,2.0,0.0,2,0,self-doubt / encouragement,0.16848070919513702
anger,fear,2.0,0.0,2,1,frustration / despair,0.03958519175648689
anger,fear,2.0,0.0,2,2,uncertainty / indecision,0.09163138270378113
anger,fear,2.0,0.0,2,3,romantic idealism,0.149385005235672
anger,fear,2.0,0.0,2,4,academic ambition / competitive determination,0.07411760836839676
anger,fear,2.0,0.0,2,5,ironic amusement,0.14601309597492218
anger,fear,2.0,0.0,2,6,enthusiasm / curiosity,0.2261088788509369
anger,fear,2.0,0.0,3,0,self-doubt / encouragement,0.051011670380830765
anger,fear,2.0,0.0,3,1,frustration / despair,0.0911153182387352
anger,fear,2.0,0.0,3,2,uncertainty / indecision,0.1257820725440979
anger,fear,2.0,0.0,3,3,romantic idealism,0.03458606079220772
anger,fear,2.0,0.0,3,4,academic ambition / competitive determination,0.04760643094778061
anger,fear,2.0,0.0,3,5,ironic amusement,0.13287468254566193
anger,fear,2.0,0.0,3,6,enthusiasm / curiosity,0.11680193990468979
anger,fear,2.0,0.0,4,0,self-doubt / encouragement,0.10837101191282272
anger,fear,2.0,0.0,4,1,frustration / despair,0.08957935869693756
anger,fear,2.0,0.0,4,2,uncertainty / indecision,0.16728493571281433
anger,fear,2.0,0.0,4,3,romantic idealism,0.07812293618917465
anger,fear,2.0,0.0,4,4,academic ambition / competitive determination,0.16520443558692932
anger,fear,2.0,0.0,4,5,ironic amusement,0.10444143414497375
anger,fear,2.0,0.0,4,6,enthusiasm / curiosity,0.15574811398983002
anger,fear,2.0,0.0,5,0,self-doubt / encouragement,0.16633149981498718
anger,fear,2.0,0.0,5,1,frustration / despair,0.15711545944213867
anger,fear,2.0,0.0,5,2,uncertainty / indecision,0.2239469736814499
anger,fear,2.0,0.0,5,3,romantic idealism,0.08975018560886383
anger,fear,2.0,0.0,5,4,academic ambition / competitive determination,0.14205001294612885
anger,fear,2.0,0.0,5,5,ironic amusement,0.12396751344203949
anger,fear,2.0,0.0,5,6,enthusiasm / curiosity,0.21036139130592346
anger,fear,2.0,0.0,6,0,self-doubt / encouragement,0.09339761734008789
anger,fear,2.0,0.0,6,1,frustration / despair,0.08502586930990219
anger,fear,2.0,0.0,6,2,uncertainty / indecision,0.10527422279119492
anger,fear,2.0,0.0,6,3,romantic idealism,0.02985743060708046
anger,fear,2.0,0.0,6,4,academic ambition / competitive determination,0.04635358974337578
anger,fear,2.0,0.0,6,5,ironic amusement,0.15204310417175293
anger,fear,2.0,0.0,6,6,enthusiasm / curiosity,0.1275821179151535
anger,fear,2.0,0.0,7,0,self-doubt / encouragement,0.23227837681770325
anger,fear,2.0,0.0,7,1,frustration / despair,0.16978690028190613
anger,fear,2.0,0.0,7,2,uncertainty / indecision,0.23718245327472687
anger,fear,2.0,0.0,7,3,romantic idealism,0.03831618279218674
anger,fear,2.0,0.0,7,4,academic ambition / competitive determination,0.07918471097946167
anger,fear,2.0,0.0,7,5,ironic amusement,0.16015441715717316
anger,fear,2.0,0.0,7,6,enthusiasm / curiosity,0.18266844749450684
anger,fear,2.0,2.0,0,0,self-doubt / encouragement,0.16673703491687775
anger,fear,2.0,2.0,0,1,frustration / despair,0.19277271628379822
anger,fear,2.0,2.0,0,2,uncertainty / indecision,0.1866322159767151
anger,fear,2.0,2.0,0,3,romantic idealism,0.04324130341410637
anger,fear,2.0,2.0,0,4,academic ambition / competitive determination,0.11246539652347565
anger,fear,2.0,2.0,0,5,ironic amusement,0.09457536786794662
anger,fear,2.0,2.0,0,6,enthusiasm / curiosity,0.16297590732574463
anger,fear,2.0,2.0,1,0,self-doubt / encouragement,0.1474607288837433
anger,fear,2.0,2.0,1,1,frustration / despair,0.15300090610980988
anger,fear,2.0,2.0,1,2,uncertainty / indecision,0.19879493117332458
anger,fear,2.0,2.0,1,3,romantic idealism,0.039987653493881226
anger,fear,2.0,2.0,1,4,academic ambition / competitive determination,0.15082867443561554
anger,fear,2.0,2.0,1,5,ironic amusement,0.16416770219802856
anger,fear,2.0,2.0,1,6,enthusiasm / curiosity,0.1959042102098465
anger,fear,2.0,2.0,2,0,self-doubt / encouragement,0.2648674249649048
anger,fear,2.0,2.0,2,1,frustration / despair,0.06768158078193665
anger,fear,2.0,2.0,2,2,uncertainty / indecision,0.15356798470020294
anger,fear,2.0,2.0,2,3,romantic idealism,0.11569038033485413
anger,fear,2.0,2.0,2,4,academic ambition / competitive determination,0.17159515619277954
anger,fear,2.0,2.0,2,5,ironic amusement,0.04272812604904175
anger,fear,2.0,2.0,2,6,enthusiasm / curiosity,0.16578282415866852
anger,fear,2.0,2.0,3,0,self-doubt / encouragement,0.120909683406353
anger,fear,2.0,2.0,3,1,frustration / despair,0.1523641049861908
anger,fear,2.0,2.0,3,2,uncertainty / indecision,0.18306568264961243
anger,fear,2.0,2.0,3,3,romantic idealism,0.05219312012195587
anger,fear,2.0,2.0,3,4,academic ambition / competitive determination,0.1000576764345169
anger,fear,2.0,2.0,3,5,ironic amusement,0.14408369362354279
anger,fear,2.0,2.0,3,6,enthusiasm / curiosity,0.19315184652805328
anger,fear,2.0,2.0,4,0,self-doubt / encouragement,0.1634911149740219
anger,fear,2.0,2.0,4,1,frustration / despair,0.12530265748500824
anger,fear,2.0,2.0,4,2,uncertainty / indecision,0.15949563682079315
anger,fear,2.0,2.0,4,3,romantic idealism,0.11361384391784668
anger,fear,2.0,2.0,4,4,academic ambition / competitive determination,0.13655363023281097
anger,fear,2.0,2.0,4,5,ironic amusement,0.064913310110569
anger,fear,2.0,2.0,4,6,enthusiasm / curiosity,0.19096530973911285
anger,fear,2.0,2.0,5,0,self-doubt / encouragement,0.20830149948596954
anger,fear,2.0,2.0,5,1,frustration / despair,0.17095410823822021
anger,fear,2.0,2.0,5,2,uncertainty / indecision,0.27762624621391296
anger,fear,2.0,2.0,5,3,romantic idealism,0.08345435559749603
anger,fear,2.0,2.0,5,4,academic ambition / competitive determination,0.20886871218681335
anger,fear,2.0,2.0,5,5,ironic amusement,0.12954354286193848
anger,fear,2.0,2.0,5,6,enthusiasm / curiosity,0.2124488353729248
anger,fear,2.0,2.0,6,0,self-doubt / encouragement,0.08911681175231934
anger,fear,2.0,2.0,6,1,frustration / despair,0.062204863876104355
anger,fear,2.0,2.0,6,2,uncertainty / indecision,0.11092911660671234
anger,fear,2.0,2.0,6,3,romantic idealism,0.026429936289787292
anger,fear,2.0,2.0,6,4,academic ambition / competitive determination,0.05778959393501282
anger,fear,2.0,2.0,6,5,ironic amusement,0.1148461401462555
anger,fear,2.0,2.0,6,6,enthusiasm / curiosity,0.10063870251178741
anger,fear,2.0,2.0,7,0,self-doubt / encouragement,0.17399843037128448
anger,fear,2.0,2.0,7,1,frustration / despair,0.16979770362377167
anger,fear,2.0,2.0,7,2,uncertainty / indecision,0.2528182864189148
anger,fear,2.0,2.0,7,3,romantic idealism,0.13513319194316864
anger,fear,2.0,2.0,7,4,academic ambition / competitive determination,0.1326257735490799
anger,fear,2.0,2.0,7,5,ironic amusement,0.2223670333623886
anger,fear,2.0,2.0,7,6,enthusiasm / curiosity,0.14774253964424133
disgust,joy,-2.0,-2.0,0,0,self-doubt / encouragement,0.1606709063053131
disgust,joy,-2.0,-2.0,0,1,frustration / despair,0.08654411882162094
disgust,joy,-2.0,-2.0,0,2,uncertainty / indecision,0.19914641976356506
disgust,joy,-2.0,-2.0,0,3,romantic idealism,0.0715961754322052
disgust,joy,-2.0,-2.0,0,4,academic ambition / competitive determination,0.1221274882555008
disgust,joy,-2.0,-2.0,0,5,ironic amusement,0.0674188956618309
disgust,joy,-2.0,-2.0,0,6,enthusiasm / curiosity,0.2376004159450531
disgust,joy,-2.0,-2.0,1,0,self-doubt / encouragement,0.1225748211145401
disgust,joy,-2.0,-2.0,1,1,frustration / despair,0.10296424478292465
disgust,joy,-2.0,-2.0,1,2,uncertainty / indecision,0.13535436987876892
disgust,joy,-2.0,-2.0,1,3,romantic idealism,0.03739012032747269
disgust,joy,-2.0,-2.0,1,4,academic ambition / competitive determination,0.033626120537519455
disgust,joy,-2.0,-2.0,1,5,ironic amusement,0.08371962606906891
disgust,joy,-2.0,-2.0,1,6,enthusiasm / curiosity,0.16215723752975464
disgust,joy,-2.0,-2.0,2,0,self-doubt / encouragement,0.1373465359210968
disgust,joy,-2.0,-2.0,2,1,frustration / despair,0.026037955656647682
disgust,joy,-2.0,-2.0,2,2,uncertainty / indecision,0.08553479611873627
disgust,joy,-2.0,-2.0,2,3,romantic idealism,0.10142690688371658
disgust,joy,-2.0,-2.0,2,4,academic ambition / competitive determination,0.1505051553249359
disgust,joy,-2.0,-2.0,2,5,ironic amusement,0.10403577983379364
disgust,joy,-2.0,-2.0,2,6,enthusiasm / curiosity,0.19334036111831665
disgust,joy,-2.0,-2.0,3,0,self-doubt / encouragement,0.04934614524245262
disgust,joy,-2.0,-2.0,3,1,frustration / despair,0.09432683885097504
disgust,joy,-2.0,-2.0,3,2,uncertainty / indecision,0.12452184408903122
disgust,joy,-2.0,-2.0,3,3,romantic idealism,0.04455432668328285
disgust,joy,-2.0,-2.0,3,4,academic ambition / competitive determination,0.04677873104810715
disgust,joy,-2.0,-2.0,3,5,ironic amusement,0.12317882478237152
disgust,joy,-2.0,-2.0,3,6,enthusiasm / curiosity,0.11951851099729538
disgust,joy,-2.0,-2.0,4,0,self-doubt / encouragement,0.08880703896284103
disgust,joy,-2.0,-2.0,4,1,frustration / despair,0.0836922824382782
disgust,joy,-2.0,-2.0,4,2,uncertainty / indecision,0.15824183821678162
disgust,joy,-2.0,-2.0,4,3,romantic idealism,0.10902853310108185
disgust,joy,-2.0,-2.0,4,4,academic ambition / competitive determination,0.08765533566474915
disgust,joy,-2.0,-2.0,4,5,ironic amusement,0.09763965010643005
disgust,joy,-2.0,-2.0,4,6,enthusiasm / curiosity,0.13807269930839539
disgust,joy,-2.0,-2.0,5,0,self-doubt / encouragement,0.13162964582443237
disgust,joy,-2.0,-2.0,5,1,frustration / despair,0.11472997069358826
disgust,joy,-2.0,-2.0,5,2,uncertainty / indecision,0.1381562054157257
disgust,joy,-2.0,-2.0,5,3,romantic idealism,0.029332023113965988
disgust,joy,-2.0,-2.0,5,4,academic ambition / competitive determination,0.06568822264671326
disgust,joy,-2.0,-2.0,5,5,ironic amusement,0.10427474230527878
disgust,joy,-2.0,-2.0,5,6,enthusiasm / curiosity,0.1672700047492981
disgust,joy,-2.0,-2.0,6,0,self-doubt / encouragement,0.05908779427409172
disgust,joy,-2.0,-2.0,6,1,frustration / despair,0.08251304924488068
disgust,joy,-2.0,-2.0,6,2,uncertainty / indecision,0.11995156109333038
disgust,joy,-2.0,-2.0,6,3,romantic idealism,0.06152266263961792
disgust,joy,-2.0,-2.0,6,4,academic ambition / competitive determination,0.02601758949458599
disgust,joy,-2.0,-2.0,6,5,ironic amusement,0.04129508137702942
disgust,joy,-2.0,-2.0,6,6,enthusiasm / curiosity,0.10594072937965393
disgust,joy,-2.0,-2.0,7,0,self-doubt / encouragement,0.17884160578250885
disgust,joy,-2.0,-2.0,7,1,frustration / despair,0.203616201877594
disgust,joy,-2.0,-2.0,7,2,uncertainty / indecision,0.2739603519439697
disgust,joy,-2.0,-2.0,7,3,romantic idealism,0.14325980842113495
disgust,joy,-2.0,-2.0,7,4,academic ambition / competitive determination,0.11342181265354156
disgust,joy,-2.0,-2.0,7,5,ironic amusement,0.17515337467193604
disgust,joy,-2.0,-2.0,7,6,enthusiasm / curiosity,0.18781030178070068
disgust,joy,-2.0,0.0,0,0,self-doubt / encouragement,0.16643169522285461
disgust,joy,-2.0,0.0,0,1,frustration / despair,0.13673712313175201
disgust,joy,-2.0,0.0,0,2,uncertainty / indecision,0.2544216811656952
disgust,joy,-2.0,0.0,0,3,romantic idealism,0.05357162281870842
disgust,joy,-2.0,0.0,0,4,academic ambition / competitive determination,0.1548566371202469
disgust,joy,-2.0,0.0,0,5,ironic amusement,0.09036832302808762
disgust,joy,-2.0,0.0,0,6,enthusiasm / curiosity,0.24496211111545563
disgust,joy,-2.0,0.0,1,0,self-doubt / encouragement,0.09154102206230164
disgust,joy,-2.0,0.0,1,1,frustration / despair,0.10806676745414734
disgust,joy,-2.0,0.0,1,2,uncertainty / indecision,0.17407426238059998
disgust,joy,-2.0,0.0,1,3,romantic idealism,0.021292315796017647
disgust,joy,-2.0,0.0,1,4,academic ambition / competitive determination,0.0961323231458664
disgust,joy,-2.0,0.0,1,5,ironic amusement,0.08230233192443848
disgust,joy,-2.0,0.0,1,6,enthusiasm / curiosity,0.12441173940896988
disgust,joy,-2.0,0.0,2,0,self-doubt / encouragement,0.13144724071025848
disgust,joy,-2.0,0.0,2,1,frustration / despair,0.09655258059501648
disgust,joy,-2.0,0.0,2,2,uncertainty / indecision,0.17450231313705444
disgust,joy,-2.0,0.0,2,3,romantic idealism,0.0646076574921608
disgust,joy,-2.0,0.0,2,4,academic ambition / competitive determination,0.22837720811367035
disgust,joy,-2.0,0.0,2,5,ironic amusement,0.045697636902332306
disgust,joy,-2.0,0.0,2,6,enthusiasm / curiosity,0.19934850931167603
disgust,joy,-2.0,0.0,3,0,self-doubt / encouragement,0.058628637343645096
disgust,joy,-2.0,0.0,3,1,frustration / despair,0.11284936964511871
disgust,joy,-2.0,0.0,3,2,uncertainty / indecision,0.14047710597515106
disgust,joy,-2.0,0.0,3,3,romantic idealism,0.04877948388457298
disgust,joy,-2.0,0.0,3,4,academic ambition / competitive determination,0.05089724808931351
disgust,joy,-2.0,0.0,3,5,ironic amusement,0.11911211162805557
disgust,joy,-2.0,0.0,3,6,enthusiasm / curiosity,0.13037025928497314
disgust,joy,-2.0,0.0,4,0,self-doubt / encouragement,0.06936684250831604
disgust,joy,-2.0,0.0,4,1,frustration / despair,0.0523747056722641
disgust,joy,-2.0,0.0,4,2,uncertainty / indecision,0.12026599049568176
disgust,joy,-2.0,0.0,4,3,romantic idealism,0.042600713670253754
disgust,joy,-2.0,0.0,4,4,academic ambition / competitive determination,0.08813334256410599
disgust,joy,-2.0,0.0,4,5,ironic amusement,0.05742310732603073
disgust,joy,-2.0,0.0,4,6,enthusiasm / curiosity,0.09760713577270508
disgust,joy,-2.0,0.0,5,0,self-doubt / encouragement,0.11708182096481323
disgust,joy,-2.0,0.0,5,1,frustration / despair,0.09501682966947556
disgust,joy,-2.0,0.0,5,2,uncertainty / indecision,0.1558574140071869
disgust,joy,-2.0,0.0,5,3,romantic idealism,0.021989356726408005
disgust,joy,-2.0,0.0,5,4,academic ambition / competitive determination,0.09590702503919601
disgust,joy,-2.0,0.0,5,5,ironic amusement,0.1396034061908722
disgust,joy,-2.0,0.0,5,6,enthusiasm / curiosity,0.19363640248775482
disgust,joy,-2.0,0.0,6,0,self-doubt / encouragement,0.1720665693283081
disgust,joy,-2.0,0.0,6,1,frustration / despair,0.15788613259792328
disgust,joy,-2.0,0.0,6,2,uncertainty / indecision,0.20431500673294067
disgust,joy,-2.0,0.0,6,3,romantic idealism,0.03846999257802963
disgust,joy,-2.0,0.0,6,4,academic ambition / competitive determination,0.08016881346702576
disgust,joy,-2.0,0.0,6,5,ironic amusement,0.08523133397102356
disgust,joy,-2.0,0.0,6,6,enthusiasm / curiosity,0.18675649166107178
disgust,joy,-2.0,0.0,7,0,self-doubt / encouragement,0.17882271111011505
disgust,joy,-2.0,0.0,7,1,frustration / despair,0.20358486473560333
disgust,joy,-2.0,0.0,7,2,uncertainty / indecision,0.27392470836639404
disgust,joy,-2.0,0.0,7,3,romantic idealism,0.14323945343494415
disgust,joy,-2.0,0.0,7,4,academic ambition / competitive determination,0.11339493840932846
disgust,joy,-2.0,0.0,7,5,ironic amusement,0.17511801421642303
disgust,joy,-2.0,0.0,7,6,enthusiasm / curiosity,0.1877897083759308
disgust,joy,-2.0,2.0,0,0,self-doubt / encouragement,0.11262727528810501
disgust,joy,-2.0,2.0,0,1,frustration / despair,0.10695504397153854
disgust,joy,-2.0,2.0,0,2,uncertainty / indecision,0.10439442843198776
disgust,joy,-2.0,2.0,0,3,romantic idealism,0.0077555375173687935
disgust,joy,-2.0,2.0,0,4,academic ambition / competitive determination,0.06383261829614639
disgust,joy,-2.0,2.0,0,5,ironic amusement,0.09421180188655853
disgust,joy,-2.0,2.0,0,6,enthusiasm / curiosity,0.13911005854606628
disgust,joy,-2.0,2.0,1,0,self-doubt / encouragement,0.0928470641374588
disgust,joy,-2.0,2.0,1,1,frustration / despair,0.13930585980415344
disgust,joy,-2.0,2.0,1,2,uncertainty / indecision,0.21092699468135834
disgust,joy,-2.0,2.0,1,3,romantic idealism,0.043445371091365814
disgust,joy,-2.0,2.0,1,4,academic ambition / competitive determination,0.11298824846744537
disgust,joy,-2.0,2.0,1,5,ironic amusement,0.10167328268289566
disgust,joy,-2.0,2.0,1,6,enthusiasm / curiosity,0.12211856991052628
disgust,joy,-2.0,2.0,2,0,self-doubt / encouragement,0.13569150865077972
disgust,joy,-2.0,2.0,2,1,frustration / despair,0.07460003346204758
disgust,joy,-2.0,2.0,2,2,uncertainty / indecision,0.05564823001623154
disgust,joy,-2.0,2.0,2,3,romantic idealism,0.030339937657117844
disgust,joy,-2.0,2.0,2,4,academic ambition / competitive determination,0.10399559140205383
disgust,joy,-2.0,2.0,2,5,ironic amusement,0.027935922145843506
disgust,joy,-2.0,2.0,2,6,enthusiasm / curiosity,0.12982939183712006
disgust,joy,-2.0,2.0,3,0,self-doubt / encouragement,0.06718716025352478
disgust,joy,-2.0,2.0,3,1,frustration / despair,0.10744557529687881
disgust,joy,-2.0,2.0,3,2,uncertainty / indecision,0.13839207589626312
disgust,joy,-2.0,2.0,3,3,romantic idealism,0.045547835528850555
disgust,joy,-2.0,2.0,3,4,academic ambition / competitive determination,0.05637912079691887
disgust,joy,-2.0,2.0,3,5,ironic amusement,0.12670491635799408
disgust,joy,-2.0,2.0,3,6,enthusiasm / curiosity,0.14066897332668304
disgust,joy,-2.0,2.0,4,0,self-doubt / encouragement,0.06931179761886597
disgust,joy,-2.0,2.0,4,1,frustration / despair,0.05233168601989746
disgust,joy,-2.0,2.0,4,2,uncertainty / indecision,0.12022855877876282
disgust,joy,-2.0,2.0,4,3,romantic idealism,0.04255927354097366
disgust,joy,-2.0,2.0,4,4,academic ambition / competitive determination,0.08810720592737198
disgust,joy,-2.0,2.0,4,5,ironic amusement,0.05738174170255661
disgust,joy,-2.0,2.0,4,6,enthusiasm / curiosity,0.09750708937644958
disgust,joy,-2.0,2.0,5,0,self-doubt / encouragement,0.1877366602420807
disgust,joy,-2.0,2.0,5,1,frustration / despair,0.168168842792511
disgust,joy,-2.0,2.0,5,2,uncertainty / indecision,0.24395693838596344
disgust,joy,-2.0,2.0,5,3,romantic idealism,0.10434608161449432
disgust,joy,-2.0,2.0,5,4,academic ambition / competitive determination,0.13208375871181488
disgust,joy,-2.0,2.0,5,5,ironic amusement,0.14609383046627045
disgust,joy,-2.0,2.0,5,6,enthusiasm / curiosity,0.1743658483028412
disgust,joy,-2.0,2.0,6,0,self-doubt / encouragement,0.12244477868080139
disgust,joy,-2.0,2.0,6,1,frustration / despair,0.07838751375675201
disgust,joy,-2.0,2.0,6,2,uncertainty / indecision,0.12175299227237701
disgust,joy,-2.0,2.0,6,3,romantic idealism,0.04242110624909401
disgust,joy,-2.0,2.0,6,4,academic ambition / competitive determination,0.061997346580028534
disgust,joy,-2.0,2.0,6,5,ironic amusement,0.10455386340618134
disgust,joy,-2.0,2.0,6,6,enthusiasm / curiosity,0.15404260158538818
disgust,joy,-2.0,2.0,7,0,self-doubt / encouragement,0.2940784990787506
disgust,joy,-2.0,2.0,7,1,frustration / despair,0.3450310528278351
disgust,joy,-2.0,2.0,7,2,uncertainty / indecision,0.3986056447029114
disgust,joy,-2.0,2.0,7,3,romantic idealism,0.1747763454914093
disgust,joy,-2.0,2.0,7,4,academic ambition / competitive determination,0.2899446189403534
disgust,joy,-2.0,2.0,7,5,ironic amusement,0.28673189878463745
disgust,joy,-2.0,2.0,7,6,enthusiasm / curiosity,0.3337821066379547
disgust,joy,0.0,-2.0,0,0,self-doubt / encouragement,0.24168843030929565
disgust,joy,0.0,-2.0,0,1,frustration / despair,0.08713898062705994
disgust,joy,0.0,-2.0,0,2,uncertainty / indecision,0.23395679891109467
disgust,joy,0.0,-2.0,0,3,romantic idealism,0.10709793120622635
disgust,joy,0.0,-2.0,0,4,academic ambition / competitive determination,0.12082728743553162
disgust,joy,0.0,-2.0,0,5,ironic amusement,0.13675926625728607
disgust,joy,0.0,-2.0,0,6,enthusiasm / curiosity,0.1477605253458023
disgust,joy,0.0,-2.0,1,0,self-doubt / encouragement,0.13949361443519592
disgust,joy,0.0,-2.0,1,1,frustration / despair,0.10933922231197357
disgust,joy,0.0,-2.0,1,2,uncertainty / indecision,0.13898839056491852
disgust,joy,0.0,-2.0,1,3,romantic idealism,0.010168049484491348
disgust,joy,0.0,-2.0,1,4,academic ambition / competitive determination,0.0802764892578125
disgust,joy,0.0,-2.0,1,5,ironic amusement,0.1281713843345642
disgust,joy,0.0,-2.0,1,6,enthusiasm / curiosity,0.1458190381526947
disgust,joy,0.0,-2.0,2,0,self-doubt / encouragement,0.13535141944885254
disgust,joy,0.0,-2.0,2,1,frustration / despair,0.07778826355934143
disgust,joy,0.0,-2.0,2,2,uncertainty / indecision,0.1824793815612793
disgust,joy,0.0,-2.0,2,3,romantic idealism,0.09403322637081146
disgust,joy,0.0,-2.0,2,4,academic ambition / competitive determination,0.26829108595848083
disgust,joy,0.0,-2.0,2,5,ironic amusement,0.06264130771160126
disgust,joy,0.0,-2.0,2,6,enthusiasm / curiosity,0.18666549026966095
disgust,joy,0.0,-2.0,3,0,self-doubt / encouragement,0.15675082802772522
disgust,joy,0.0,-2.0,3,1,frustration / despair,0.15172821283340454
disgust,joy,0.0,-2.0,3,2,uncertainty / indecision,0.20751863718032837
disgust,joy,0.0,-2.0,3,3,romantic idealism,0.04541705921292305
disgust,joy,0.0,-2.0,3,4,academic ambition / competitive determination,0.11407246440649033
disgust,joy,0.0,-2.0,3,5,ironic amusement,0.1557602733373642
disgust,joy,0.0,-2.0,3,6,enthusiasm / curiosity,0.19193974137306213
disgust,joy,0.0,-2.0,4,0,self-doubt / encouragement,0.05940939486026764
disgust,joy,0.0,-2.0,4,1,frustration / despair,0.08110564202070236
disgust,joy,0.0,-2.0,4,2,uncertainty / indecision,0.14603117108345032
disgust,joy,0.0,-2.0,4,3,romantic idealism,0.08018386363983154
disgust,joy,0.0,-2.0,4,4,academic ambition / competitive determination,0.15582279860973358
disgust,joy,0.0,-2.0,4,5,ironic amusement,0.019449908286333084
disgust,joy,0.0,-2.0,4,6,enthusiasm / curiosity,0.09807047247886658
disgust,joy,0.0,-2.0,5,0,self-doubt / encouragement,0.2627015709877014
disgust,joy,0.0,-2.0,5,1,frustration / despair,0.160855233669281
disgust,joy,0.0,-2.0,5,2,uncertainty / indecision,0.2884596884250641
disgust,joy,0.0,-2.0,5,3,romantic idealism,0.07068634778261185
disgust,joy,0.0,-2.0,5,4,academic ambition / competitive determination,0.22211167216300964
disgust,joy,0.0,-2.0,5,5,ironic amusement,0.12024052441120148
disgust,joy,0.0,-2.0,5,6,enthusiasm / curiosity,0.2232605367898941
disgust,joy,0.0,-2.0,6,0,self-doubt / encouragement,0.19403375685214996
disgust,joy,0.0,-2.0,6,1,frustration / despair,0.14835700392723083
disgust,joy,0.0,-2.0,6,2,uncertainty / indecision,0.1682434231042862
disgust,joy,0.0,-2.0,6,3,romantic idealism,0.07945914566516876
disgust,joy,0.0,-2.0,6,4,academic ambition / competitive determination,0.1666058599948883
disgust,joy,0.0,-2.0,6,5,ironic amusement,0.13025254011154175
disgust,joy,0.0,-2.0,6,6,enthusiasm / curiosity,0.24350573122501373
disgust,joy,0.0,-2.0,7,0,self-doubt / encouragement,0.22511936724185944
disgust,joy,0.0,-2.0,7,1,frustration / despair,0.16628418862819672
disgust,joy,0.0,-2.0,7,2,uncertainty / indecision,0.25711652636528015
disgust,joy,0.0,-2.0,7,3,romantic idealism,0.109942726790905
disgust,joy,0.0,-2.0,7,4,academic ambition / competitive determination,0.1628679484128952
disgust,joy,0.0,-2.0,7,5,ironic amusement,0.16770748794078827
disgust,joy,0.0,-2.0,7,6,enthusiasm / curiosity,0.218405619263649
disgust,joy,0.0,0.0,0,0,self-doubt / encouragement,0.25813189148902893
disgust,joy,0.0,0.0,0,1,frustration / despair,0.17861869931221008
disgust,joy,0.0,0.0,0,2,uncertainty / indecision,0.29390284419059753
disgust,joy,0.0,0.0,0,3,romantic idealism,0.09836775064468384
disgust,joy,0.0,0.0,0,4,academic ambition / competitive determination,0.1298055201768875
disgust,joy,0.0,0.0,0,5,ironic amusement,0.1422668844461441
disgust,joy,0.0,0.0,0,6,enthusiasm / curiosity,0.18688233196735382
disgust,joy,0.0,0.0,1,0,self-doubt / encouragement,0.08841095864772797
disgust,joy,0.0,0.0,1,1,frustration / despair,0.12091337889432907
disgust,joy,0.0,0.0,1,2,uncertainty / indecision,0.15787731111049652
disgust,joy,0.0,0.0,1,3,romantic idealism,-0.00679122656583786
disgust,joy,0.0,0.0,1,4,academic ambition / competitive determination,0.07018516212701797
disgust,joy,0.0,0.0,1,5,ironic amusement,0.11182816326618195
