cat_a,cat_b,alpha,beta,prompt_id,cluster_id,cluster_name,cos
b1,b11,2.0,-2.0,5,2,uncertainty / indecision,0.12950755655765533
b1,b11,2.0,-2.0,5,3,romantic idealism,-0.010086152702569962
b1,b11,2.0,-2.0,5,4,academic ambition / competitive determination,0.10474734753370285
b1,b11,2.0,-2.0,5,5,ironic amusement,0.07267385721206665
b1,b11,2.0,-2.0,5,6,enthusiasm / curiosity,0.18852141499519348
b1,b11,2.0,-2.0,6,0,self-doubt / encouragement,0.055864252150058746
b1,b11,2.0,-2.0,6,1,frustration / despair,0.06647208333015442
b1,b11,2.0,-2.0,6,2,uncertainty / indecision,0.05967823043465614
b1,b11,2.0,-2.0,6,3,romantic idealism,0.10167302936315536
b1,b11,2.0,-2.0,6,4,academic ambition / competitive determination,0.03694656863808632
b1,b11,2.0,-2.0,6,5,ironic amusement,0.0875878632068634
b1,b11,2.0,-2.0,6,6,enthusiasm / curiosity,0.06612122803926468
b1,b11,2.0,-2.0,7,0,self-doubt / encouragement,0.176344096660614
b1,b11,2.0,-2.0,7,1,frustration / despair,0.20710566639900208
b1,b11,2.0,-2.0,7,2,uncertainty / indecision,0.2548219561576843
b1,b11,2.0,-2.0,7,3,romantic idealism,0.13910847902297974
b1,b11,2.0,-2.0,7,4,academic ambition / competitive determination,0.07616263628005981
b1,b11,2.0,-2.0,7,5,ironic amusement,0.17001165449619293
b1,b11,2.0,-2.0,7,6,enthusiasm / curiosity,0.1727818101644516
b1,b11,2.0,0.0,0,0,self-doubt / encouragement,0.18886063992977142
b1,b11,2.0,0.0,0,1,frustration / despair,0.1258285641670227
b1,b11,2.0,0.0,0,2,uncertainty / indecision,0.2826298773288727
b1,b11,2.0,0.0,0,3,romantic idealism,0.10202836990356445
b1,b11,2.0,0.0,0,4,academic ambition / competitive determination,0.06280486285686493
b1,b11,2.0,0.0,0,5,ironic amusement,0.14631947875022888
b1,b11,2.0,0.0,0,6,enthusiasm / curiosity,0.1420600861310959
b1,b11,2.0,0.0,1,0,self-doubt / encouragement,0.05217898637056351
b1,b11,2.0,0.0,1,1,frustration / despair,0.15064938366413116
b1,b11,2.0,0.0,1,2,uncertainty / indecision,0.19268062710762024
b1,b11,2.0,0.0,1,3,romantic idealism,-0.038759686052799225
b1,b11,2.0,0.0,1,4,academic ambition / competitive determination,0.10611777007579803
b1,b11,2.0,0.0,1,5,ironic amusement,0.06879834830760956
b1,b11,2.0,0.0,1,6,enthusiasm / curiosity,0.08581679314374924
b1,b11,2.0,0.0,2,0,self-doubt / encouragement,0.182893306016922
b1,b11,2.0,0.0,2,1,frustration / despair,0.04817400127649307
b1,b11,2.0,0.0,2,2,uncertainty / indecision,0.07767355442047119
b1,b11,2.0,0.0,2,3,romantic idealism,0.11138750612735748
b1,b11,2.0,0.0,2,4,academic ambition / competitive determination,0.04932039976119995
b1,b11,2.0,0.0,2,5,ironic amusement,0.07549314200878143
b1,b11,2.0,0.0,2,6,enthusiasm / curiosity,0.2291577309370041
b1,b11,2.0,0.0,3,0,self-doubt / encouragement,0.06363339722156525
b1,b11,2.0,0.0,3,1,frustration / despair,0.06745298206806183
b1,b11,2.0,0.0,3,2,uncertainty / indecision,0.09852880239486694
b1,b11,2.0,0.0,3,3,romantic idealism,0.01627768576145172
b1,b11,2.0,0.0,3,4,academic ambition / competitive determination,0.05791405960917473
b1,b11,2.0,0.0,3,5,ironic amusement,0.10340537875890732
b1,b11,2.0,0.0,3,6,enthusiasm / curiosity,0.1387225240468979
b1,b11,2.0,0.0,4,0,self-doubt / encouragement,0.19275254011154175
b1,b11,2.0,0.0,4,1,frustration / despair,0.12097542732954025
b1,b11,2.0,0.0,4,2,uncertainty / indecision,0.20869816839694977
b1,b11,2.0,0.0,4,3,romantic idealism,0.08803281933069229
b1,b11,2.0,0.0,4,4,academic ambition / competitive determination,0.12346351891756058
b1,b11,2.0,0.0,4,5,ironic amusement,0.0640605241060257
b1,b11,2.0,0.0,4,6,enthusiasm / curiosity,0.2084079384803772
b1,b11,2.0,0.0,5,0,self-doubt / encouragement,0.2192445695400238
b1,b11,2.0,0.0,5,1,frustration / despair,0.14753694832324982
b1,b11,2.0,0.0,5,2,uncertainty / indecision,0.2850800156593323
b1,b11,2.0,0.0,5,3,romantic idealism,0.043912071734666824
b1,b11,2.0,0.0,5,4,academic ambition / competitive determination,0.19056104123592377
b1,b11,2.0,0.0,5,5,ironic amusement,0.1431712806224823
b1,b11,2.0,0.0,5,6,enthusiasm / curiosity,0.2760566473007202
b1,b11,2.0,0.0,6,0,self-doubt / encouragement,0.0950169637799263
b1,b11,2.0,0.0,6,1,frustration / despair,0.04780111089348793
b1,b11,2.0,0.0,6,2,uncertainty / indecision,0.13086076080799103
b1,b11,2.0,0.0,6,3,romantic idealism,0.06147673353552818
b1,b11,2.0,0.0,6,4,academic ambition / competitive determination,0.09293758869171143
b1,b11,2.0,0.0,6,5,ironic amusement,0.108700230717659
b1,b11,2.0,0.0,6,6,enthusiasm / curiosity,0.12993547320365906
b1,b11,2.0,0.0,7,0,self-doubt / encouragement,0.1653759926557541
b1,b11,2.0,0.0,7,1,frustration / despair,0.17404109239578247
b1,b11,2.0,0.0,7,2,uncertainty / indecision,0.19853439927101135
b1,b11,2.0,0.0,7,3,romantic idealism,0.058280687779188156
b1,b11,2.0,0.0,7,4,academic ambition / competitive determination,0.026061316952109337
b1,b11,2.0,0.0,7,5,ironic amusement,0.09495176374912262
b1,b11,2.0,0.0,7,6,enthusiasm / curiosity,0.11776137351989746
b1,b11,2.0,2.0,0,0,self-doubt / encouragement,0.12013567984104156
b1,b11,2.0,2.0,0,1,frustration / despair,0.28790685534477234
b1,b11,2.0,2.0,0,2,uncertainty / indecision,0.18477168679237366
b1,b11,2.0,2.0,0,3,romantic idealism,0.03565463051199913
b1,b11,2.0,2.0,0,4,academic ambition / competitive determination,0.06337352097034454
b1,b11,2.0,2.0,0,5,ironic amusement,0.12933877110481262
b1,b11,2.0,2.0,0,6,enthusiasm / curiosity,0.13928279280662537
b1,b11,2.0,2.0,1,0,self-doubt / encouragement,0.15146444737911224
b1,b11,2.0,2.0,1,1,frustration / despair,0.15007823705673218
b1,b11,2.0,2.0,1,2,uncertainty / indecision,0.1855490803718567
b1,b11,2.0,2.0,1,3,romantic idealism,0.037434909492731094
b1,b11,2.0,2.0,1,4,academic ambition / competitive determination,0.083908811211586
b1,b11,2.0,2.0,1,5,ironic amusement,0.1415441483259201
b1,b11,2.0,2.0,1,6,enthusiasm / curiosity,0.17391856014728546
b1,b11,2.0,2.0,2,0,self-doubt / encouragement,0.1082792580127716
b1,b11,2.0,2.0,2,1,frustration / despair,0.06242898851633072
b1,b11,2.0,2.0,2,2,uncertainty / indecision,0.1221848726272583
b1,b11,2.0,2.0,2,3,romantic idealism,0.14828941226005554
b1,b11,2.0,2.0,2,4,academic ambition / competitive determination,0.06792828440666199
b1,b11,2.0,2.0,2,5,ironic amusement,0.11925873905420303
b1,b11,2.0,2.0,2,6,enthusiasm / curiosity,0.1599755883216858
b1,b11,2.0,2.0,3,0,self-doubt / encouragement,0.075788214802742
b1,b11,2.0,2.0,3,1,frustration / despair,0.11530867964029312
b1,b11,2.0,2.0,3,2,uncertainty / indecision,0.1892138123512268
b1,b11,2.0,2.0,3,3,romantic idealism,0.03323374316096306
b1,b11,2.0,2.0,3,4,academic ambition / competitive determination,0.05596187710762024
b1,b11,2.0,2.0,3,5,ironic amusement,0.13738997280597687
b1,b11,2.0,2.0,3,6,enthusiasm / curiosity,0.147877499461174
b1,b11,2.0,2.0,4,0,self-doubt / encouragement,0.0994303822517395
b1,b11,2.0,2.0,4,1,frustration / despair,0.09017537534236908
b1,b11,2.0,2.0,4,2,uncertainty / indecision,0.20592455565929413
b1,b11,2.0,2.0,4,3,romantic idealism,0.11673155426979065
b1,b11,2.0,2.0,4,4,academic ambition / competitive determination,0.10005229711532593
b1,b11,2.0,2.0,4,5,ironic amusement,0.08046681433916092
b1,b11,2.0,2.0,4,6,enthusiasm / curiosity,0.13571535050868988
b1,b11,2.0,2.0,5,0,self-doubt / encouragement,0.15952478349208832
b1,b11,2.0,2.0,5,1,frustration / despair,0.1734737604856491
b1,b11,2.0,2.0,5,2,uncertainty / indecision,0.24211087822914124
b1,b11,2.0,2.0,5,3,romantic idealism,0.09859365224838257
b1,b11,2.0,2.0,5,4,academic ambition / competitive determination,0.11426714807748795
b1,b11,2.0,2.0,5,5,ironic amusement,0.11217819154262543
b1,b11,2.0,2.0,5,6,enthusiasm / curiosity,0.19211417436599731
b1,b11,2.0,2.0,6,0,self-doubt / encouragement,0.08895530551671982
b1,b11,2.0,2.0,6,1,frustration / despair,0.09461067616939545
b1,b11,2.0,2.0,6,2,uncertainty / indecision,0.1194247156381607
b1,b11,2.0,2.0,6,3,romantic idealism,0.029610823839902878
b1,b11,2.0,2.0,6,4,academic ambition / competitive determination,0.10660909861326218
b1,b11,2.0,2.0,6,5,ironic amusement,0.08468452841043472
b1,b11,2.0,2.0,6,6,enthusiasm / curiosity,0.1144748404622078
b1,b11,2.0,2.0,7,0,self-doubt / encouragement,0.16922542452812195
b1,b11,2.0,2.0,7,1,frustration / despair,0.1639958769083023
b1,b11,2.0,2.0,7,2,uncertainty / indecision,0.178422212600708
b1,b11,2.0,2.0,7,3,romantic idealism,0.08850205689668655
b1,b11,2.0,2.0,7,4,academic ambition / competitive determination,0.009588221088051796
b1,b11,2.0,2.0,7,5,ironic amusement,0.08700703829526901
b1,b11,2.0,2.0,7,6,enthusiasm / curiosity,0.1405712217092514
b1,b13,-2.0,-2.0,0,0,self-doubt / encouragement,0.13509030640125275
b1,b13,-2.0,-2.0,0,1,frustration / despair,0.13760533928871155
b1,b13,-2.0,-2.0,0,2,uncertainty / indecision,0.08886167407035828
b1,b13,-2.0,-2.0,0,3,romantic idealism,0.052488382905721664
b1,b13,-2.0,-2.0,0,4,academic ambition / competitive determination,-0.012252558022737503
b1,b13,-2.0,-2.0,0,5,ironic amusement,0.10486789047718048
b1,b13,-2.0,-2.0,0,6,enthusiasm / curiosity,0.06514455378055573
b1,b13,-2.0,-2.0,1,0,self-doubt / encouragement,0.17888203263282776
b1,b13,-2.0,-2.0,1,1,frustration / despair,0.15417718887329102
b1,b13,-2.0,-2.0,1,2,uncertainty / indecision,0.23602557182312012
b1,b13,-2.0,-2.0,1,3,romantic idealism,0.06415402889251709
b1,b13,-2.0,-2.0,1,4,academic ambition / competitive determination,0.14631354808807373
b1,b13,-2.0,-2.0,1,5,ironic amusement,0.20400191843509674
b1,b13,-2.0,-2.0,1,6,enthusiasm / curiosity,0.2022589147090912
b1,b13,-2.0,-2.0,2,0,self-doubt / encouragement,0.16901825368404388
b1,b13,-2.0,-2.0,2,1,frustration / despair,0.11974408477544785
b1,b13,-2.0,-2.0,2,2,uncertainty / indecision,0.10904676467180252
b1,b13,-2.0,-2.0,2,3,romantic idealism,0.03698237985372543
b1,b13,-2.0,-2.0,2,4,academic ambition / competitive determination,0.1347028613090515
b1,b13,-2.0,-2.0,2,5,ironic amusement,0.06685146689414978
b1,b13,-2.0,-2.0,2,6,enthusiasm / curiosity,0.17108045518398285
b1,b13,-2.0,-2.0,3,0,self-doubt / encouragement,0.1285952776670456
b1,b13,-2.0,-2.0,3,1,frustration / despair,0.07911098003387451
b1,b13,-2.0,-2.0,3,2,uncertainty / indecision,0.15346741676330566
b1,b13,-2.0,-2.0,3,3,romantic idealism,0.0845959410071373
b1,b13,-2.0,-2.0,3,4,academic ambition / competitive determination,0.08636986464262009
b1,b13,-2.0,-2.0,3,5,ironic amusement,0.13838772475719452
b1,b13,-2.0,-2.0,3,6,enthusiasm / curiosity,0.16459833085536957
b1,b13,-2.0,-2.0,4,0,self-doubt / encouragement,0.08681414276361465
b1,b13,-2.0,-2.0,4,1,frustration / despair,0.03875221312046051
b1,b13,-2.0,-2.0,4,2,uncertainty / indecision,0.12067383527755737
b1,b13,-2.0,-2.0,4,3,romantic idealism,0.05184606462717056
b1,b13,-2.0,-2.0,4,4,academic ambition / competitive determination,0.054824862629175186
b1,b13,-2.0,-2.0,4,5,ironic amusement,0.03345634415745735
b1,b13,-2.0,-2.0,4,6,enthusiasm / curiosity,0.1064852625131607
b1,b13,-2.0,-2.0,5,0,self-doubt / encouragement,0.12833143770694733
b1,b13,-2.0,-2.0,5,1,frustration / despair,0.15081384778022766
b1,b13,-2.0,-2.0,5,2,uncertainty / indecision,0.1361721307039261
b1,b13,-2.0,-2.0,5,3,romantic idealism,0.025998419150710106
b1,b13,-2.0,-2.0,5,4,academic ambition / competitive determination,0.0881207138299942
b1,b13,-2.0,-2.0,5,5,ironic amusement,0.11707870662212372
b1,b13,-2.0,-2.0,5,6,enthusiasm / curiosity,0.14242877066135406
b1,b13,-2.0,-2.0,6,0,self-doubt / encouragement,0.03987749293446541
b1,b13,-2.0,-2.0,6,1,frustration / despair,0.043878208845853806
b1,b13,-2.0,-2.0,6,2,uncertainty / indecision,0.04137248918414116
b1,b13,-2.0,-2.0,6,3,romantic idealism,-0.04375670105218887
b1,b13,-2.0,-2.0,6,4,academic ambition / competitive determination,0.011660529300570488
b1,b13,-2.0,-2.0,6,5,ironic amusement,0.043261848390102386
b1,b13,-2.0,-2.0,6,6,enthusiasm / curiosity,0.09403952211141586
b1,b13,-2.0,-2.0,7,0,self-doubt / encouragement,0.15047258138656616
b1,b13,-2.0,-2.0,7,1,frustration / despair,0.23508261144161224
b1,b13,-2.0,-2.0,7,2,uncertainty / indecision,0.21096883714199066
b1,b13,-2.0,-2.0,7,3,romantic idealism,0.10704352706670761
b1,b13,-2.0,-2.0,7,4,academic ambition / competitive determination,0.12366906553506851
b1,b13,-2.0,-2.0,7,5,ironic amusement,0.15238061547279358
b1,b13,-2.0,-2.0,7,6,enthusiasm / curiosity,0.16874541342258453
b1,b13,-2.0,0.0,0,0,self-doubt / encouragement,0.18022263050079346
b1,b13,-2.0,0.0,0,1,frustration / despair,0.10425586253404617
b1,b13,-2.0,0.0,0,2,uncertainty / indecision,0.15817390382289886
b1,b13,-2.0,0.0,0,3,romantic idealism,0.09416302293539047
b1,b13,-2.0,0.0,0,4,academic ambition / competitive determination,0.12267141044139862
b1,b13,-2.0,0.0,0,5,ironic amusement,0.11640074849128723
b1,b13,-2.0,0.0,0,6,enthusiasm / curiosity,0.19938166439533234
b1,b13,-2.0,0.0,1,0,self-doubt / encouragement,0.11208950728178024
b1,b13,-2.0,0.0,1,1,frustration / despair,0.1239522248506546
b1,b13,-2.0,0.0,1,2,uncertainty / indecision,0.18187493085861206
b1,b13,-2.0,0.0,1,3,romantic idealism,0.02420516312122345
b1,b13,-2.0,0.0,1,4,academic ambition / competitive determination,0.10153987258672714
b1,b13,-2.0,0.0,1,5,ironic amusement,0.1408076286315918
b1,b13,-2.0,0.0,1,6,enthusiasm / curiosity,0.09696692228317261
b1,b13,-2.0,0.0,2,0,self-doubt / encouragement,0.15555185079574585
b1,b13,-2.0,0.0,2,1,frustration / despair,0.07297488301992416
b1,b13,-2.0,0.0,2,2,uncertainty / indecision,0.14737047255039215
b1,b13,-2.0,0.0,2,3,romantic idealism,0.15582117438316345
b1,b13,-2.0,0.0,2,4,academic ambition / competitive determination,0.10154318064451218
b1,b13,-2.0,0.0,2,5,ironic amusement,0.07480112463235855
b1,b13,-2.0,0.0,2,6,enthusiasm / curiosity,0.19478605687618256
b1,b13,-2.0,0.0,3,0,self-doubt / encouragement,0.1077333465218544
b1,b13,-2.0,0.0,3,1,frustration / despair,0.10280868411064148
b1,b13,-2.0,0.0,3,2,uncertainty / indecision,0.1471053808927536
b1,b13,-2.0,0.0,3,3,romantic idealism,0.04008882865309715
b1,b13,-2.0,0.0,3,4,academic ambition / competitive determination,0.08564983308315277
b1,b13,-2.0,0.0,3,5,ironic amusement,0.12327922135591507
b1,b13,-2.0,0.0,3,6,enthusiasm / curiosity,0.15714645385742188
b1,b13,-2.0,0.0,4,0,self-doubt / encouragement,0.11697649955749512
b1,b13,-2.0,0.0,4,1,frustration / despair,0.10547022521495819
b1,b13,-2.0,0.0,4,2,uncertainty / indecision,0.17790935933589935
b1,b13,-2.0,0.0,4,3,romantic idealism,0.10369332134723663
b1,b13,-2.0,0.0,4,4,academic ambition / competitive determination,0.131052166223526
b1,b13,-2.0,0.0,4,5,ironic amusement,0.063758485019207
b1,b13,-2.0,0.0,4,6,enthusiasm / curiosity,0.14990784227848053
b1,b13,-2.0,0.0,5,0,self-doubt / encouragement,0.11292997002601624
b1,b13,-2.0,0.0,5,1,frustration / despair,0.06941681355237961
b1,b13,-2.0,0.0,5,2,uncertainty / indecision,0.14751359820365906
b1,b13,-2.0,0.0,5,3,romantic idealism,0.013077396899461746
b1,b13,-2.0,0.0,5,4,academic ambition / competitive determination,0.09139662981033325
b1,b13,-2.0,0.0,5,5,ironic amusement,0.09837909042835236
b1,b13,-2.0,0.0,5,6,enthusiasm / curiosity,0.08568452298641205
b1,b13,-2.0,0.0,6,0,self-doubt / encouragement,0.03322940319776535
b1,b13,-2.0,0.0,6,1,frustration / despair,0.07310642302036285
b1,b13,-2.0,0.0,6,2,uncertainty / indecision,0.06854970753192902
b1,b13,-2.0,0.0,6,3,romantic idealism,-0.04260009527206421
b1,b13,-2.0,0.0,6,4,academic ambition / competitive determination,0.06795188784599304
b1,b13,-2.0,0.0,6,5,ironic amusement,0.03572182357311249
b1,b13,-2.0,0.0,6,6,enthusiasm / curiosity,0.12147019803524017
b1,b13,-2.0,0.0,7,0,self-doubt / encouragement,0.19203436374664307
b1,b13,-2.0,0.0,7,1,frustration / despair,0.15490595996379852
b1,b13,-2.0,0.0,7,2,uncertainty / indecision,0.23997735977172852
b1,b13,-2.0,0.0,7,3,romantic idealism,0.0587756521999836
b1,b13,-2.0,0.0,7,4,academic ambition / competitive determination,0.10354398936033249
b1,b13,-2.0,0.0,7,5,ironic amusement,0.13427017629146576
b1,b13,-2.0,0.0,7,6,enthusiasm / curiosity,0.1598481684923172
b1,b13,-2.0,2.0,0,0,self-doubt / encouragement,0.21005335450172424
b1,b13,-2.0,2.0,0,1,frustration / despair,0.12621690332889557
b1,b13,-2.0,2.0,0,2,uncertainty / indecision,0.13662776350975037
b1,b13,-2.0,2.0,0,3,romantic idealism,0.1497778445482254
b1,b13,-2.0,2.0,0,4,academic ambition / competitive determination,0.14362594485282898
b1,b13,-2.0,2.0,0,5,ironic amusement,0.12017908692359924
b1,b13,-2.0,2.0,0,6,enthusiasm / curiosity,0.22147756814956665
b1,b13,-2.0,2.0,1,0,self-doubt / encouragement,0.08010224252939224
b1,b13,-2.0,2.0,1,1,frustration / despair,0.10384725779294968
b1,b13,-2.0,2.0,1,2,uncertainty / indecision,0.15679025650024414
b1,b13,-2.0,2.0,1,3,romantic idealism,0.029749885201454163
b1,b13,-2.0,2.0,1,4,academic ambition / competitive determination,0.09202557802200317
b1,b13,-2.0,2.0,1,5,ironic amusement,0.1187843605875969
b1,b13,-2.0,2.0,1,6,enthusiasm / curiosity,0.13880625367164612
b1,b13,-2.0,2.0,2,0,self-doubt / encouragement,0.2419985979795456
b1,b13,-2.0,2.0,2,1,frustration / despair,0.13162758946418762
b1,b13,-2.0,2.0,2,2,uncertainty / indecision,0.15688569843769073
b1,b13,-2.0,2.0,2,3,romantic idealism,0.09967172145843506
b1,b13,-2.0,2.0,2,4,academic ambition / competitive determination,0.2291816771030426
b1,b13,-2.0,2.0,2,5,ironic amusement,0.002166515914723277
b1,b13,-2.0,2.0,2,6,enthusiasm / curiosity,0.21144777536392212
b1,b13,-2.0,2.0,3,0,self-doubt / encouragement,0.09106643497943878
b1,b13,-2.0,2.0,3,1,frustration / despair,0.0841425359249115
b1,b13,-2.0,2.0,3,2,uncertainty / indecision,0.11610177904367447
b1,b13,-2.0,2.0,3,3,romantic idealism,0.03196277841925621
b1,b13,-2.0,2.0,3,4,academic ambition / competitive determination,0.0852225199341774
b1,b13,-2.0,2.0,3,5,ironic amusement,0.12518884241580963
b1,b13,-2.0,2.0,3,6,enthusiasm / curiosity,0.14959043264389038
b1,b13,-2.0,2.0,4,0,self-doubt / encouragement,0.10476351529359818
b1,b13,-2.0,2.0,4,1,frustration / despair,0.10400024056434631
b1,b13,-2.0,2.0,4,2,uncertainty / indecision,0.17752930521965027
b1,b13,-2.0,2.0,4,3,romantic idealism,0.09395952522754669
b1,b13,-2.0,2.0,4,4,academic ambition / competitive determination,0.15972672402858734
b1,b13,-2.0,2.0,4,5,ironic amusement,0.05483677610754967
b1,b13,-2.0,2.0,4,6,enthusiasm / curiosity,0.11490744352340698
b1,b13,-2.0,2.0,5,0,self-doubt / encouragement,0.1679021716117859
b1,b13,-2.0,2.0,5,1,frustration / despair,0.12440000474452972
b1,b13,-2.0,2.0,5,2,uncertainty / indecision,0.18422581255435944
b1,b13,-2.0,2.0,5,3,romantic idealism,0.05952969193458557
b1,b13,-2.0,2.0,5,4,academic ambition / competitive determination,0.0635516494512558
b1,b13,-2.0,2.0,5,5,ironic amusement,0.11730913817882538
b1,b13,-2.0,2.0,5,6,enthusiasm / curiosity,0.19823181629180908
b1,b13,-2.0,2.0,6,0,self-doubt / encouragement,0.1457945555448532
b1,b13,-2.0,2.0,6,1,frustration / despair,0.1007048487663269
b1,b13,-2.0,2.0,6,2,uncertainty / indecision,0.1315368115901947
b1,b13,-2.0,2.0,6,3,romantic idealism,0.06297231465578079
b1,b13,-2.0,2.0,6,4,academic ambition / competitive determination,0.1682305932044983
b1,b13,-2.0,2.0,6,5,ironic amusement,0.058357756584882736
b1,b13,-2.0,2.0,6,6,enthusiasm / curiosity,0.20522722601890564
b1,b13,-2.0,2.0,7,0,self-doubt / encouragement,0.23704282939434052
b1,b13,-2.0,2.0,7,1,frustration / despair,0.22510495781898499
b1,b13,-2.0,2.0,7,2,uncertainty / indecision,0.2353532910346985
b1,b13,-2.0,2.0,7,3,romantic idealism,0.12433861196041107
b1,b13,-2.0,2.0,7,4,academic ambition / competitive determination,0.10577210038900375
b1,b13,-2.0,2.0,7,5,ironic amusement,0.2732338011264801
b1,b13,-2.0,2.0,7,6,enthusiasm / curiosity,0.2715120315551758
b1,b13,0.0,-2.0,0,0,self-doubt / encouragement,0.15093602240085602
b1,b13,0.0,-2.0,0,1,frustration / despair,0.13980066776275635
b1,b13,0.0,-2.0,0,2,uncertainty / indecision,0.20844382047653198
b1,b13,0.0,-2.0,0,3,romantic idealism,0.09748581051826477
b1,b13,0.0,-2.0,0,4,academic ambition / competitive determination,0.05303751677274704
b1,b13,0.0,-2.0,0,5,ironic amusement,0.20250204205513
b1,b13,0.0,-2.0,0,6,enthusiasm / curiosity,0.18784187734127045
b1,b13,0.0,-2.0,1,0,self-doubt / encouragement,0.07866907119750977
b1,b13,0.0,-2.0,1,1,frustration / despair,0.11353012174367905
b1,b13,0.0,-2.0,1,2,uncertainty / indecision,0.1451789289712906
b1,b13,0.0,-2.0,1,3,romantic idealism,0.0906880646944046
b1,b13,0.0,-2.0,1,4,academic ambition / competitive determination,0.04291658475995064
b1,b13,0.0,-2.0,1,5,ironic amusement,0.06615250557661057
b1,b13,0.0,-2.0,1,6,enthusiasm / curiosity,0.11886723339557648
b1,b13,0.0,-2.0,2,0,self-doubt / encouragement,0.2522750198841095
b1,b13,0.0,-2.0,2,1,frustration / despair,0.08119142800569534
b1,b13,0.0,-2.0,2,2,uncertainty / indecision,0.16969525814056396
b1,b13,0.0,-2.0,2,3,romantic idealism,0.20447079837322235
b1,b13,0.0,-2.0,2,4,academic ambition / competitive determination,0.10816854238510132
b1,b13,0.0,-2.0,2,5,ironic amusement,0.16234107315540314
b1,b13,0.0,-2.0,2,6,enthusiasm / curiosity,0.18743883073329926
b1,b13,0.0,-2.0,3,0,self-doubt / encouragement,0.08350437134504318
b1,b13,0.0,-2.0,3,1,frustration / despair,0.047639623284339905
b1,b13,0.0,-2.0,3,2,uncertainty / indecision,0.10955987125635147
b1,b13,0.0,-2.0,3,3,romantic idealism,0.04517284035682678
b1,b13,0.0,-2.0,3,4,academic ambition / competitive determination,0.07699371874332428
b1,b13,0.0,-2.0,3,5,ironic amusement,0.13668087124824524
b1,b13,0.0,-2.0,3,6,enthusiasm / curiosity,0.15818378329277039
b1,b13,0.0,-2.0,4,0,self-doubt / encouragement,0.08535770326852798
b1,b13,0.0,-2.0,4,1,frustration / despair,0.03487040102481842
b1,b13,0.0,-2.0,4,2,uncertainty / indecision,0.13304929435253143
b1,b13,0.0,-2.0,4,3,romantic idealism,0.03287062793970108
b1,b13,0.0,-2.0,4,4,academic ambition / competitive determination,0.019490748643875122
b1,b13,0.0,-2.0,4,5,ironic amusement,0.011771365068852901
b1,b13,0.0,-2.0,4,6,enthusiasm / curiosity,0.11112634092569351
b1,b13,0.0,-2.0,5,0,self-doubt / encouragement,0.18385031819343567
b1,b13,0.0,-2.0,5,1,frustration / despair,0.15117542445659637
b1,b13,0.0,-2.0,5,2,uncertainty / indecision,0.21388497948646545
b1,b13,0.0,-2.0,5,3,romantic idealism,0.08752339333295822
b1,b13,0.0,-2.0,5,4,academic ambition / competitive determination,0.14480963349342346
b1,b13,0.0,-2.0,5,5,ironic amusement,0.10627097636461258
b1,b13,0.0,-2.0,5,6,enthusiasm / curiosity,0.16948769986629486
b1,b13,0.0,-2.0,6,0,self-doubt / encouragement,0.1541108638048172
b1,b13,0.0,-2.0,6,1,frustration / despair,0.10371168702840805
b1,b13,0.0,-2.0,6,2,uncertainty / indecision,0.12378354370594025
b1,b13,0.0,-2.0,6,3,romantic idealism,0.07856820523738861
b1,b13,0.0,-2.0,6,4,academic ambition / competitive determination,0.10599645227193832
b1,b13,0.0,-2.0,6,5,ironic amusement,0.1320272833108902
b1,b13,0.0,-2.0,6,6,enthusiasm / curiosity,0.186934694647789
b1,b13,0.0,-2.0,7,0,self-doubt / encouragement,0.2940784990787506
b1,b13,0.0,-2.0,7,1,frustration / despair,0.3450310528278351
b1,b13,0.0,-2.0,7,2,uncertainty / indecision,0.39847028255462646
b1,b13,0.0,-2.0,7,3,romantic idealism,0.17482750117778778
b1,b13,0.0,-2.0,7,4,academic ambition / competitive determination,0.28995218873023987
b1,b13,0.0,-2.0,7,5,ironic amusement,0.28679174184799194
b1,b13,0.0,-2.0,7,6,enthusiasm / curiosity,0.3338056802749634
b1,b13,0.0,0.0,0,0,self-doubt / encouragement,0.25813189148902893
b1,b13,0.0,0.0,0,1,frustration / despair,0.17861869931221008
b1,b13,0.0,0.0,0,2,uncertainty / indecision,0.2938035726547241
b1,b13,0.0,0.0,0,3,romantic idealism,0.09840402752161026
b1,b13,0.0,0.0,0,4,academic ambition / competitive determination,0.12982867658138275
b1,b13,0.0,0.0,0,5,ironic amusement,0.14226104319095612
b1,b13,0.0,0.0,0,6,enthusiasm / curiosity,0.18691354990005493
b1,b13,0.0,0.0,1,0,self-doubt / encouragement,0.08841095864772797
b1,b13,0.0,0.0,1,1,frustration / despair,0.12091337889432907
b1,b13,0.0,0.0,1,2,uncertainty / indecision,0.15781734883785248
b1,b13,0.0,0.0,1,3,romantic idealism,-0.006770863197743893
b1,b13,0.0,0.0,1,4,academic ambition / competitive determination,0.07020284235477448
b1,b13,0.0,0.0,1,5,ironic amusement,0.11187908798456192
b1,b13,0.0,0.0,1,6,enthusiasm / curiosity,0.10047917813062668
b1,b13,0.0,0.0,2,0,self-doubt / encouragement,0.11807066202163696
b1,b13,0.0,0.0,2,1,frustration / despair,0.08125200122594833
b1,b13,0.0,0.0,2,2,uncertainty / indecision,0.1627798229455948
b1,b13,0.0,0.0,2,3,romantic idealism,0.08189420402050018
b1,b13,0.0,0.0,2,4,academic ambition / competitive determination,0.22492516040802002
b1,b13,0.0,0.0,2,5,ironic amusement,0.07568584382534027
